0 256 1.000000 1 1.000000 0 256 0 768 0.000181
1 255 0.996338 2 1.000000 0 256 0 768 0.000180
2 254 0.992676 3 1.000000 0 256 0 768 0.000185
3 253 0.989014 4 1.000000 0 256 0 768 0.000194
4 252 0.985352 5 1.000000 0 256 0 768 0.000203
5 251 0.981689 6 1.000000 0 256 0 768 0.000216
6 250 0.978027 7 1.000000 0 256 0 768 0.000229
7 249 0.974365 8 1.000000 0 256 0 768 0.000246
8 248 0.970703 9 1.000000 0 256 0 768 0.000259
9 247 0.967041 10 1.000000 0 256 0 768 0.000319
10 246 0.963379 11 1.000000 0 256 0 768 0.000295
11 245 0.959717 12 1.000000 0 256 0 768 0.000311
12 244 0.956055 13 1.000000 0 256 0 768 0.000335
13 243 0.952393 14 1.000000 0 256 0 768 0.000349
14 242 0.948730 15 1.000000 0 256 0 768 0.000374
15 241 0.945068 16 1.000000 0 256 0 768 0.000400
16 240 0.941406 17 1.000000 0 256 0 768 0.000418
17 239 0.937744 18 1.000000 0 256 0 768 0.000446
18 238 0.934082 19 1.000000 0 256 0 768 0.000474
19 237 0.930420 20 1.000000 0 256 0 768 0.000492
20 236 0.926758 21 1.000000 0 256 0 768 0.000524
21 235 0.923096 22 1.000000 0 256 0 768 0.000566
22 234 0.919434 23 1.000000 0 256 0 768 0.000587
23 233 0.915771 24 1.000000 0 256 0 768 0.000622
24 232 0.912354 25 1.000000 0 256 0 768 0.000851
25 231 0.908936 26 1.000000 0 256 0 768 0.000695
26 230 0.905518 27 1.000000 0 256 0 768 0.000722
27 229 0.901855 28 1.000000 0 256 0 768 0.000767
28 228 0.898193 29 1.000000 0 256 0 768 0.000797
29 227 0.894531 30 1.000000 0 256 0 768 0.000841
30 226 0.891113 31 1.000000 0 256 0 768 0.000881
31 225 0.887695 32 1.000000 0 256 0 768 0.000917
32 224 0.884277 33 1.000000 0 256 0 768 0.000958
33 223 0.880615 34 1.000000 0 256 0 768 0.001005
34 222 0.876953 35 1.000000 0 256 0 768 0.001047
35 221 0.873291 36 1.000000 0 256 0 768 0.001107
36 220 0.869629 37 1.000000 0 256 0 768 0.001161
37 219 0.865967 38 1.000000 0 256 0 768 0.001201
38 218 0.862305 39 1.000000 0 256 0 768 0.001275
39 217 0.858643 40 1.000000 0 256 0 768 0.001308
40 216 0.854980 41 1.000000 0 256 0 768 0.001349
41 215 0.851318 42 1.000000 0 256 0 768 0.001385
42 214 0.847656 43 1.000000 0 256 0 768 0.001459
43 213 0.843994 44 1.000000 0 256 0 768 0.001495
44 212 0.840332 45 1.000000 0 256 0 768 0.001563
45 211 0.836670 46 1.000000 0 256 0 768 0.001617
46 210 0.833008 47 1.000000 0 256 0 768 0.001679
47 209 0.829346 48 1.000000 0 256 0 768 0.001760
48 208 0.825684 49 1.000000 0 256 0 768 0.001762
49 207 0.822266 50 1.000000 0 256 0 768 0.001848
50 206 0.818604 51 1.000000 0 256 0 768 0.001916
51 205 0.815430 52 1.000000 0 256 0 768 0.001972
52 204 0.812012 53 1.000000 0 256 0 768 0.002010
53 203 0.808594 54 1.000000 0 256 0 768 0.002076
54 202 0.805176 55 1.000000 0 256 0 768 0.002223
55 201 0.801514 56 1.000000 0 256 0 768 0.002264
56 200 0.797852 57 1.000000 0 256 0 768 0.002306
57 199 0.794434 58 1.000000 0 256 0 768 0.002338
58 198 0.791504 59 1.000000 0 256 0 768 0.002401
59 197 0.788086 60 1.000000 0 256 0 768 0.002477
60 196 0.784912 61 1.000000 0 256 0 768 0.002548
61 195 0.781250 62 1.000000 0 256 0 768 0.002637
62 194 0.778076 63 1.000000 0 256 0 768 0.002675
63 193 0.775391 64 1.000000 0 256 0 768 0.002750
64 192 0.771729 65 1.000000 0 256 0 768 0.002877
65 191 0.768799 66 1.000000 0 256 0 768 0.002906
66 190 0.765137 67 1.000000 0 256 0 768 0.002984
67 189 0.761475 68 1.000000 0 256 0 768 0.003081
68 188 0.757812 69 1.000000 0 256 0 768 0.003123
69 187 0.754395 70 1.000000 0 256 0 768 0.003207
70 186 0.750977 71 1.000000 0 256 0 768 0.003292
71 185 0.747559 72 1.000000 0 256 0 768 0.003391
72 184 0.744385 73 1.000000 0 256 0 768 0.003485
73 183 0.741211 74 1.000000 0 256 0 768 0.003517
74 182 0.737549 75 1.000000 0 256 0 768 0.003605
75 181 0.734619 76 1.000000 0 256 0 768 0.003748
76 180 0.731689 77 1.000000 0 256 0 768 0.003830
77 179 0.729248 78 1.000000 0 256 0 768 0.003931
78 178 0.726562 79 1.000000 0 256 0 768 0.004045
79 177 0.722900 80 1.000000 0 256 0 768 0.004139
80 176 0.719482 81 1.000000 0 256 0 768 0.004165
81 175 0.716064 82 1.000000 0 256 0 768 0.004225
82 174 0.713867 83 1.000000 0 256 0 768 0.004339
83 173 0.710205 84 1.000000 0 256 0 768 0.004435
84 172 0.707031 85 1.000000 0 256 0 768 0.004503
85 171 0.704346 86 1.000000 0 256 0 768 0.005122
86 170 0.701172 87 1.000000 0 256 0 768 0.004710
87 169 0.697754 88 1.000000 0 256 0 768 0.004719
